carID,price
89856,11774.22996304159
106581,23640.87665155647
80886,13752.640728357632
100174,17260.70852856653
81376,22875.82193065084
85391,10288.541721190644
82175,13729.46999762518
95250,14197.537310559788
85071,3826.1846871788457
96210,17298.69309597322
80317,27167.711576882735
92731,20872.35084415012
107704,10855.209085469518
98302,7234.236846776196
107055,23236.1178869708
94621,47438.57048147802
91709,19769.93713922754
98193,47051.12723297666
76189,17274.199693359104
86871,15535.954823019098
102917,6751.085891613002
90923,29057.360303819376
101603,11190.857956937882
94196,20686.617625306302
85174,15698.103110599784
103370,12541.641616983668
107877,16155.565563828544
79567,15215.600401025365
90091,9400.066116288977
76169,13913.828308187733
98708,10946.609627202353
107347,23003.346763238224
89583,9891.422989939263
101591,11839.811034268361
92160,14573.324982392545
99676,12118.839923703403
85354,17136.032707892904
81900,11673.696508437695
80345,21415.29237927509
78509,31470.32369175708
100872,8645.293048305177
95087,27050.377372587274
86027,16565.872242825146
89135,14733.245985258975
80557,26412.49701683083
108092,19297.307583922182
102672,16326.66081882347
83022,7520.127750782936
78398,20098.899732854974
95889,28814.064266402016
81117,46446.38338304578
93730,19270.136884110245
101380,9832.372619909478
81772,26828.530959622818
85304,10970.696253322687
86107,6181.427283330852
88696,14627.003156666242
104350,20016.952144866427
87331,12385.348072898567
85206,16664.60508769463
107445,24712.25484726553
106539,27467.97371539817
98712,22336.336231345416
96875,12123.928341966368
108464,21331.136548151324
99890,7909.127111749468
87771,18093.101230223754
79442,19616.948727119165
84170,10948.922881313654
103045,15328.608233049275
101544,3703.1059355644297
77350,10382.99943825737
89225,14063.770350959476
79565,52383.701152504276
82849,10986.695937721957
94360,21558.79263606772
103040,6766.617730794295
105101,45471.98456555704
97077,11962.566596502622
98674,12734.24958807713
93447,29574.319140614534
84951,19092.171798547715
91953,10767.133851029788
102101,8050.15251930802
92604,30615.957401135147
89010,9690.340992579024
102729,9434.526276789124
88024,9565.019762813312
104367,11912.699966848339
101230,11017.69058462105
82524,20281.58306477436
95279,43194.9249964718
106098,12466.53608665128
89749,8627.649945821733
101277,6869.767217688501
108016,27310.048239279316
81259,25127.41532278887
97434,20341.210161425774
105289,26323.56930207022
103379,9762.187771028941
78317,30473.257783889974
104166,19561.79561140822
106660,31375.51294194106
107490,12300.260354322718
90684,13659.629748236519
90032,6928.65960335569
79481,19422.425919197372
102524,9375.288207435167
100778,16426.450122686805
77810,14158.83499516115
98979,13310.283905848792
76558,18299.997051407885
94550,22981.01309677852
107246,6185.450216085485
77429,25803.738851098922
106105,12829.764653992743
105213,9493.689481511785
102747,10829.006780320671
104958,15206.85514587607
96036,17373.392700827168
92310,22808.86443840454
100837,6648.316131834019
82858,11341.422691284039
90119,9630.367718356958
77304,21292.143665971693
89011,11296.982050566783
84623,16555.2992767219
99665,23312.45574385526
100592,10050.22920520479
82623,10662.741130972141
92035,18756.98483355925
84305,10479.304377496006
92903,7165.927790135695
93398,19857.438170132533
108067,17756.780957927862
85062,8173.014078480608
81727,38658.73251715374
95637,9568.807328290226
89690,8127.659265806329
83240,18111.654488439497
89711,8135.184599104208
96945,10197.884139365508
104924,21786.043421488263
79633,19905.699600946242
89582,4843.054354692064
98080,7472.928752044517
85992,6843.658646519515
86712,12989.004177311013
105767,12772.071233797897
100590,9208.238644789886
104574,14880.20769311553
97246,12431.428200728584
78141,18690.46472973113
91590,27690.401961046642
80767,14085.767402538197
100344,14732.239969528386
88987,20604.833978242787
